param_alpha,param_booster,param_colsample_bytree,param_gamma,param_lambda,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_objective,param_subsample,mean_test_score,std_test_score,rank_test_score
18.85971302788046,gbtree,0.8182621407275736,1.7938999080000846,74.8135027959292,0.019026998424023493,4,33,1026,binary:logistic,0.8878338511058235,0.7011302578234065,0.030379428315940787,1
19.883656400153207,gbtree,0.6069939567505136,1.4545551557517302,57.08136856005706,0.026837594342434205,4,54,872,binary:logistic,0.7280244680357459,0.7005771144080506,0.035139002248086075,2
28.9742855176409,gbtree,0.5274597334697931,0.6267537170772876,88.31917866050662,0.04261910542304926,3,41,607,binary:logistic,0.8660854910505922,0.6986141466864222,0.03167054881439605,3
18.12962156934967,gbtree,0.7197630452320226,1.471369767560211,48.19234126499674,0.022855272224624978,4,41,1020,binary:logistic,0.5110467087494819,0.6983477449318607,0.035098674972832505,4
29.05880574327761,gbtree,0.5839255757050912,0.9693664504064587,53.22896986982883,0.04705762988028694,3,45,738,binary:logistic,0.7951587666783074,0.6977033540929932,0.032336845128094496,5
20.02133315831788,gbtree,0.6293790596214915,1.7107996913871295,81.1412890370953,0.02616352855007173,4,35,1060,binary:logistic,0.5361159080217633,0.6966478068678287,0.030579347084934243,6
23.66239437994845,gbtree,0.7258104766433074,1.3718321450249573,76.09219821461096,0.022403090583524184,4,30,1022,binary:logistic,0.5836286482950854,0.6955753438766555,0.029652482962669386,7
18.39091016852985,gbtree,0.6481905182472294,2.4744075908778487,58.206967862311714,0.0056335920221788,3,46,941,binary:logistic,0.791602867216395,0.6941464004845388,0.02715385894133336,8
19.15006605054382,gbtree,0.5142550808116395,4.777302920055036,76.66460367210107,0.026337822308929632,4,55,981,binary:logistic,0.8227651908203117,0.6928698564457112,0.02883019571318661,9
31.95733634017744,gbtree,0.8089227201162689,1.443535541706897,57.54921086664818,0.036516102348774705,4,32,953,binary:logistic,0.8548345697060469,0.692261444355624,0.03320951223471981,10
30.71426727911757,gbtree,0.8176482658741325,1.7464611457443748,63.467231536603336,0.038999801234437186,4,42,709,binary:logistic,0.7395461865954144,0.6913756602840944,0.031184182594920756,11
31.536199345689145,gbtree,0.7435245397707788,1.6427501089864984,52.87297171931713,0.049197575449824595,4,31,853,binary:logistic,0.8861677405155175,0.6908048750282211,0.03230807196010231,12
27.443222154407373,gbtree,0.6870146157356972,2.9828059534153883,62.53281387986416,0.018393582852918988,3,41,994,binary:logistic,0.8621527905677056,0.6906290697616889,0.030966823381086493,13
