param_C,param_class_weight,param_max_iter,param_solver,mean_test_score,std_test_score,rank_test_score
6.096643339798969,balanced,1000,saga,0.6346090932376456,0.05140887764279592,60
5.2016802117781085,balanced,1000,saga,0.6346068757237652,0.05141928491644327,61
9.39598941564189,balanced,1000,saga,0.6345858116593792,0.05140055020916494,62
2.2889816549162245,balanced,500,liblinear,0.634476027269682,0.052049361716017165,63
2.8103450968738075,balanced,2000,liblinear,0.6340541183841718,0.05152408679378277,64
3.04881258158029,balanced,500,liblinear,0.6338967053332284,0.051179810012830985,65
3.081607918523892,balanced,1000,liblinear,0.6338570836945582,0.05117019796092452,66
3.2088006497173582,balanced,2000,liblinear,0.633775230334452,0.05097142453284702,67
3.254996981592677,balanced,500,liblinear,0.6337706093338645,0.05092577375324418,68
3.308503046705137,balanced,2000,liblinear,0.633728418325026,0.05086703030885388,69
7.317477552996403,balanced,200,liblinear,0.6335161372934573,0.04868855672698194,70
6.919951976926932,balanced,2000,liblinear,0.633509509441719,0.048904487664582136,71
4.090529444142699,balanced,200,liblinear,0.6334784829511769,0.050524066475783884,72
4.235709423081186,balanced,500,liblinear,0.6334730337400772,0.050422086922425065,73
4.272077886262563,balanced,2000,liblinear,0.633466800256922,0.05042383253659237,74
6.452727904094499,balanced,100,liblinear,0.633460929865019,0.04918866015303807,75
6.060599747810114,balanced,200,liblinear,0.6334577540012835,0.04942992562009492,76
4.478831645730916,balanced,1000,liblinear,0.6334572505628785,0.050383019552818605,77
5.913977877077271,balanced,500,liblinear,0.6334136641971098,0.04953751718837331,78
5.397921323890798,balanced,200,liblinear,0.6333870471003629,0.04981089568955628,79
5.0113988391525925,balanced,2000,liblinear,0.6333835737571629,0.05010085528748356,80
5.248564316322379,balanced,100,liblinear,0.6333788029243482,0.0498956623736394,81
5.164003483011953,balanced,500,liblinear,0.6333708663287213,0.049955431557327845,82
5.184296523637368,balanced,200,liblinear,0.6333683452191416,0.049955448815112886,83
5.633755719763837,balanced,2000,liblinear,0.6333644728284739,0.049688452689375544,84
5.143344384136117,balanced,100,liblinear,0.6333589061318867,0.05000160155666574,85
4.93125657771805,balanced,2000,liblinear,0.6333557739282024,0.050179578587411365,86
9.963536997579242,balanced,1000,liblinear,0.6333062766392487,0.047256837307230494,87
9.367481518557073,balanced,1000,liblinear,0.6332367956557644,0.04748603269936818,88
9.054819764192636,balanced,100,liblinear,0.6332248018998016,0.0476192998939349,89
8.075401551640624,balanced,100,liblinear,0.633185591178722,0.04797590711507822,90
1.0007491581800287,,2000,saga,0.6326908437057862,0.05081347873964825,91
0.389347344294232,,500,saga,0.6324554103650929,0.04929003782988476,92
1.4296681792194077,,2000,saga,0.6324374910835598,0.05066571439966649,93
0.6946130087516545,,200,liblinear,0.632215877019971,0.0508522140674777,94
1.1826482762165624,,200,liblinear,0.6321038989400136,0.05055104722972283,95
1.2026464780564217,,1000,liblinear,0.6321018193633338,0.050524303322653,96
1.2860035323391017,,500,liblinear,0.6320842406496555,0.050385783126703075,97
0.7855638134226596,,200,liblinear,0.6320567116695384,0.050776736762299934,98
3.7025870025544436,,2000,saga,0.6320392952105355,0.050395454678901844,99
0.9551011649041131,,2000,liblinear,0.6320340937415166,0.05059420610808251,100
1.015715428660321,,100,liblinear,0.6320007639760524,0.05053644922654685,101
9.61272024349349,,2000,saga,0.6318757965450011,0.050299092729817134,102
3.3771517140362795,,500,saga,0.631617181266475,0.048658717751966174,103
3.746401188473625,,500,saga,0.6316027269530291,0.048660585237097334,104
4.849299713589832,,500,saga,0.6315786806887049,0.04865676199648644,105
7.112495324380179,,500,saga,0.6315712577661565,0.04864274554827992,106
8.487697949246744,,500,saga,0.6315570165309867,0.04863953100332851,107
8.921465551771133,,500,saga,0.6315569297732897,0.048640553742915336,108
2.1592102749684314,,1000,saga,0.6314670695431261,0.049121414690235544,109
2.9573368583771398,,1000,saga,0.6313991517463459,0.04903019125697634,110
3.9892090144479453,,1000,saga,0.6313652393974031,0.04898821133331354,111
2.0917162073771367,,200,liblinear,0.6313276114227291,0.04936804687605035,112
6.455722959071679,,1000,saga,0.6313137987269175,0.04895058659812149,113
8.032397563798957,,1000,saga,0.6312777083144953,0.048939518391186425,114
8.035809303848485,,1000,saga,0.6312777083144953,0.048939518391186425,114
8.510284487675127,,1000,saga,0.6312704358990607,0.048934162709323596,116
9.150596755437807,,1000,saga,0.6312680078883756,0.04894246567443186,117
9.923115592912174,,1000,saga,0.6312576423287709,0.04893840110418893,118
2.469760628386012,,200,liblinear,0.630988423701218,0.048901220694330956,119
2.963735057040824,,100,liblinear,0.6305763861777097,0.04829715901702611,120
2.933107716980645,,1000,liblinear,0.6305671397419222,0.04833946207974786,121
2.9358817471803813,,500,liblinear,0.6305509495442442,0.04831278844260086,122
3.0097830981676963,,100,liblinear,0.6305186770902634,0.048258060236892185,123
3.4072456946424,,100,liblinear,0.6304484245492926,0.04798211514068962,124
3.5017840769467568,,1000,liblinear,0.6304143538648798,0.04786045238526446,125
3.5959115121975516,,200,liblinear,0.6303546010039096,0.0477764366061151,126
3.6781580305943353,,2000,liblinear,0.6303225352870079,0.04770696458869709,127
7.617196153287176,,100,liblinear,0.6303046774915281,0.04544520055235914,128
7.069573438476172,,500,liblinear,0.630250610515524,0.045714625868582846,129
6.51584771857788,,1000,liblinear,0.6302496533439234,0.04596949992925302,130
7.273719958564209,,1000,liblinear,0.630241151676347,0.04561208926816955,131
6.572113285001669,,2000,liblinear,0.630234600340362,0.04594202765313116,132
7.218295211648733,,500,liblinear,0.6302237075310299,0.045621604806816145,133
6.336297107608948,,100,liblinear,0.6302163976252225,0.04601328714108639,134
9.637199770892527,,1000,liblinear,0.6301901948946451,0.04433607045911043,135
9.569008851264563,,1000,liblinear,0.6301766519021638,0.044353405668160484,136
5.987584841970366,,200,liblinear,0.6301723161813119,0.046254153948076186,137
5.909929431882419,,1000,liblinear,0.6301650780533355,0.046284264786571536,138
6.045173792778173,,500,liblinear,0.6301638028380764,0.04622644931043714,139
9.41564808776525,,100,liblinear,0.6301617274632095,0.04438992986288387,140
9.347139973397097,,2000,liblinear,0.6301403144309519,0.044418512335677784,141
9.005180571633304,,100,liblinear,0.6301116426189465,0.04453109599258687,142
9.06928441545754,,100,liblinear,0.6301091942939335,0.044517599445477105,143
4.38574123018087,,500,liblinear,0.6300994333428643,0.04734417262152528,144
4.290940273750183,,100,liblinear,0.630070930220754,0.04739131503252953,145
8.600404067363206,,2000,liblinear,0.6300460319516615,0.044710034940029356,146
4.7231492516194935,,500,liblinear,0.6300367287277058,0.0471365485197845,147
7.983951789667752,,1000,liblinear,0.6300166254189251,0.04497176077964708,148
4.9261769381886396,,1000,liblinear,0.6299953518723073,0.04702873146530806,149
4.966611906830777,,2000,liblinear,0.6299882427588624,0.047022039519067416,150
