Feature,Importance
Revenues_change,0.002680385
RepaymentsOfLongTermDebtAndCapitalSecurities_change,0.0026417742
DeferredForeignIncomeTaxExpenseBenefit,0.0026367654
AssetImpairmentCharges,0.0026336582
PaymentsToAcquireProductiveAssets_lag1,0.0026229708
IncreaseDecreaseInAccountsReceivable_change,0.0026083172
PropertyPlantAndEquipmentNet,0.0026006948
LongTermDebtAndCapitalLeaseObligationsCurrent,0.0025965981
DeferredStateAndLocalIncomeTaxExpenseBenefit,0.0025918917
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment_lag1,0.0025833594
IncreaseDecreaseInOperatingAssets,0.0025466487
IncomeTaxExpenseBenefit_lag1,0.002532194
GeneralAndAdministrativeExpense_lag1,0.0025253994
OtherComprehensiveIncomeLossNetOfTax_change,0.0025235387
InterestPaid_lag1,0.0025045672
StockholdersEquityPeriodIncreaseDecrease_lag1,0.0025001173
IncomeTaxReconciliationStateAndLocalIncomeTaxes,0.0024932143
RestructuringSettlementAndImpairmentProvisions,0.0024886632
PaymentsForRepurchaseOfCommonStock_missing,0.002469749
ReceivablesNetCurrent_lag1,0.002466811
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.0024602367
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic_lag1,0.0024264008
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment_change,0.0023741296
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate_change,0.0023627442
AdditionalPaidInCapitalCommonStock_change,0.0023612918
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive_change,0.0022627974
PreferredStockSharesAuthorized_change,0.0021420955
OperatingLeasesFutureMinimumPaymentsDue_change,0.0020626339
EmployeeRelatedLiabilitiesCurrent_lag1,0.0019228664
DeferredFederalIncomeTaxExpenseBenefit,0.0017538172
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,0.0017524692
IncreaseDecreaseInReceivables_change,0.0016968666
Assets_change,0.0
CommonStockSharesAuthorized_change,0.0
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements_change,0.0
